taxi_type,date,hour,rows,tip_rate,avg_tip,median_tip,tip_rate_next,avg_tip_next
green,2025-03-15,5,2,0.5,2.09,2.09,0.75,4.475
green,2025-03-15,6,4,0.75,4.475,4.54,0.5833333333333334,5.385000000000001
green,2025-03-15,7,12,0.5833333333333334,5.385000000000001,3.55,1.0,6.072857142857143
green,2025-03-15,8,7,1.0,6.072857142857143,6.0,0.8181818181818182,2.911818181818182
green,2025-03-15,9,11,0.8181818181818182,2.911818181818182,2.18,0.8695652173913043,2.89304347826087
green,2025-03-15,10,23,0.8695652173913043,2.89304347826087,2.02,0.95,3.822
green,2025-03-15,11,20,0.95,3.822,3.0,0.9629629629629629,3.287037037037037
green,2025-03-15,12,27,0.9629629629629629,3.287037037037037,2.71,0.9166666666666666,2.6791666666666667
green,2025-03-15,13,12,0.9166666666666666,2.6791666666666667,2.6500000000000004,0.7894736842105263,3.4421052631578952
green,2025-03-15,14,19,0.7894736842105263,3.4421052631578952,3.0,1.0,3.4176190476190476
green,2025-03-15,15,21,1.0,3.4176190476190476,3.13,0.8421052631578947,3.4805263157894735
green,2025-03-15,16,19,0.8421052631578947,3.4805263157894735,3.28,0.9565217391304348,2.7708695652173914
green,2025-03-15,17,23,0.9565217391304348,2.7708695652173914,2.71,0.9545454545454546,3.9627272727272724
green,2025-03-15,18,22,0.9545454545454546,3.9627272727272724,3.42,0.8125,2.83375
green,2025-03-15,19,16,0.8125,2.83375,2.7800000000000002,0.8095238095238095,2.572857142857143
green,2025-03-15,20,21,0.8095238095238095,2.572857142857143,2.22,0.9375,2.9875000000000003
green,2025-03-15,21,16,0.9375,2.9875000000000003,2.865,1.0,3.2056521739130437
green,2025-03-15,22,23,1.0,3.2056521739130437,2.95,0.875,4.25875
green,2025-03-16,0,12,1.0,3.8200000000000003,3.27,0.75,1.4925000000000002
green,2025-03-16,1,4,0.75,1.4925000000000002,1.25,0.8571428571428571,7.667142857142857
green,2025-03-16,2,7,0.8571428571428571,7.667142857142857,5.0,1.0,5.64
green,2025-03-16,3,3,1.0,5.64,5.0,1.0,10.903333333333334
green,2025-03-16,4,3,1.0,10.903333333333334,10.2,1.0,10.506666666666666
green,2025-03-16,5,3,1.0,10.506666666666666,11.77,0.5,1.75
green,2025-03-16,6,4,0.5,1.75,1.0,0.875,4.53875
green,2025-03-16,7,8,0.875,4.53875,1.5,0.8571428571428571,4.742857142857143
green,2025-03-16,8,7,0.8571428571428571,4.742857142857143,4.7,0.8571428571428571,3.812142857142857
green,2025-03-16,9,14,0.8571428571428571,3.812142857142857,2.65,0.8,4.276
green,2025-03-16,10,10,0.8,4.276,2.645,0.7333333333333333,2.6813333333333333
green,2025-03-16,11,15,0.7333333333333333,2.6813333333333333,2.3,1.0,4.1211111111111105
green,2025-03-16,12,18,1.0,4.1211111111111105,3.835,0.9230769230769231,3.882307692307692
green,2025-03-16,13,13,0.9230769230769231,3.882307692307692,3.0,0.9565217391304348,3.3686956521739133
green,2025-03-16,14,23,0.9565217391304348,3.3686956521739133,3.0,0.9444444444444444,3.3061111111111114
green,2025-03-16,15,18,0.9444444444444444,3.3061111111111114,2.79,0.9473684210526315,3.443684210526316
green,2025-03-16,16,19,0.9473684210526315,3.443684210526316,3.14,0.9090909090909091,3.242121212121212
green,2025-03-16,17,33,0.9090909090909091,3.242121212121212,2.85,1.0,2.9036
green,2025-03-16,18,25,1.0,2.9036,3.08,1.0,2.7127777777777777
green,2025-03-16,19,18,1.0,2.7127777777777777,2.575,0.9166666666666666,2.2441666666666666
green,2025-03-16,20,12,0.9166666666666666,2.2441666666666666,2.19,0.6923076923076923,1.9223076923076923
green,2025-03-16,21,13,0.6923076923076923,1.9223076923076923,2.0,0.8888888888888888,3.342222222222222
green,2025-03-16,22,9,0.8888888888888888,3.342222222222222,3.34,0.8,2.852
green,2025-03-17,0,4,0.75,2.33,2.57,1.0,2.0
green,2025-03-17,1,1,1.0,2.0,2.0,1.0,1.76
green,2025-03-17,5,2,1.0,3.16,3.16,0.9230769230769231,1.686923076923077
green,2025-03-17,6,13,0.9230769230769231,1.686923076923077,2.0,0.9285714285714286,2.3064285714285715
green,2025-03-17,7,28,0.9285714285714286,2.3064285714285715,2.1550000000000002,0.8888888888888888,3.23
green,2025-03-17,8,27,0.8888888888888888,3.23,2.86,1.0,3.246666666666667
green,2025-03-17,9,21,1.0,3.246666666666667,2.72,0.9411764705882353,3.408235294117647
green,2025-03-17,10,17,0.9411764705882353,3.408235294117647,3.0,1.0,4.640454545454546
green,2025-03-17,11,22,1.0,4.640454545454546,4.734999999999999,0.9,3.9865000000000004
green,2025-03-17,12,20,0.9,3.9865000000000004,2.7199999999999998,0.9375,3.6481250000000003
green,2025-03-17,13,16,0.9375,3.6481250000000003,3.665,0.8695652173913043,3.5834782608695654
green,2025-03-17,14,23,0.8695652173913043,3.5834782608695654,3.42,0.9375,3.6353125
green,2025-03-17,15,32,0.9375,3.6353125,3.37,0.7567567567567568,2.5659459459459457
green,2025-03-17,16,37,0.7567567567567568,2.5659459459459457,2.66,0.8571428571428571,3.1617142857142855
green,2025-03-17,17,35,0.8571428571428571,3.1617142857142855,2.8,0.9629629629629629,4.3603703703703705
green,2025-03-17,18,27,0.9629629629629629,4.3603703703703705,3.92,0.9166666666666666,4.5129166666666665
green,2025-03-17,19,24,0.9166666666666666,4.5129166666666665,3.9799999999999995,0.9,3.5055
green,2025-03-17,20,20,0.9,3.5055,2.96,0.7272727272727273,2.4554545454545456
green,2025-03-17,21,11,0.7272727272727273,2.4554545454545456,2.64,0.8888888888888888,2.6444444444444444
green,2025-03-17,22,9,0.8888888888888888,2.6444444444444444,3.0,1.0,2.1875
green,2025-03-18,0,9,0.4444444444444444,3.332222222222222,0.0,1.0,2.9966666666666666
green,2025-03-18,4,1,1.0,4.9,4.9,1.0,3.04
green,2025-03-18,5,2,1.0,3.04,3.04,1.0,3.527142857142857
green,2025-03-18,6,7,1.0,3.527142857142857,2.44,0.9523809523809523,2.40047619047619
green,2025-03-18,7,21,0.9523809523809523,2.40047619047619,2.0,1.0,4.198181818181818
green,2025-03-18,8,22,1.0,4.198181818181818,3.0149999999999997,0.9642857142857143,3.661785714285714
green,2025-03-18,9,28,0.9642857142857143,3.661785714285714,3.59,0.9523809523809523,4.444761904761905
green,2025-03-18,10,21,0.9523809523809523,4.444761904761905,3.82,1.0,5.288260869565218
green,2025-03-18,11,23,1.0,5.288260869565218,4.61,0.9375,4.035
green,2025-03-18,12,16,0.9375,4.035,3.8249999999999997,0.9411764705882353,3.8829411764705886
green,2025-03-18,13,17,0.9411764705882353,3.8829411764705886,3.28,0.9615384615384616,4.103461538461539
green,2025-03-18,14,26,0.9615384615384616,4.103461538461539,3.615,0.92,3.2843999999999998
green,2025-03-18,15,25,0.92,3.2843999999999998,2.58,0.8461538461538461,4.774615384615385
green,2025-03-18,16,26,0.8461538461538461,4.774615384615385,4.29,0.9743589743589743,5.577692307692308
green,2025-03-18,17,39,0.9743589743589743,5.577692307692308,4.0,0.8620689655172413,2.814137931034483
green,2025-03-18,18,29,0.8620689655172413,2.814137931034483,2.66,0.9444444444444444,3.863333333333333
green,2025-03-18,19,18,0.9444444444444444,3.863333333333333,3.59,0.9375,2.8425
green,2025-03-18,20,16,0.9375,2.8425,2.635,0.8181818181818182,3.0
green,2025-03-18,21,11,0.8181818181818182,3.0,3.05,0.9375,3.4031249999999997
green,2025-03-18,22,16,0.9375,3.4031249999999997,2.83,1.0,4.43
green,2025-03-19,0,3,1.0,2.8433333333333333,2.92,0.5,1.74
green,2025-03-19,1,2,0.5,1.74,1.74,0.3333333333333333,1.0666666666666667
green,2025-03-19,2,3,0.3333333333333333,1.0666666666666667,0.0,1.0,1.77
green,2025-03-19,3,1,1.0,1.77,1.77,1.0,4.9
green,2025-03-19,4,1,1.0,4.9,4.9,0.75,5.2775
green,2025-03-19,5,4,0.75,5.2775,2.71,1.0,2.375
green,2025-03-19,6,4,1.0,2.375,2.7350000000000003,0.9444444444444444,3.18
green,2025-03-19,7,18,0.9444444444444444,3.18,2.9299999999999997,0.8,2.6963333333333335
green,2025-03-19,8,30,0.8,2.6963333333333335,2.79,0.9130434782608695,3.5608695652173914
green,2025-03-19,9,23,0.9130434782608695,3.5608695652173914,2.7,1.0,3.413888888888889
green,2025-03-19,10,18,1.0,3.413888888888889,3.255,1.0,4.213076923076923
green,2025-03-19,11,26,1.0,4.213076923076923,3.805,0.8666666666666667,3.1126666666666667
green,2025-03-19,12,15,0.8666666666666667,3.1126666666666667,3.27,0.9090909090909091,3.419545454545455
green,2025-03-19,13,22,0.9090909090909091,3.419545454545455,2.9299999999999997,0.7692307692307693,3.2553846153846155
green,2025-03-19,14,26,0.7692307692307693,3.2553846153846155,2.785,0.8928571428571429,3.0878571428571426
green,2025-03-19,15,28,0.8928571428571429,3.0878571428571426,2.84,0.9583333333333334,4.61125
green,2025-03-19,16,24,0.9583333333333334,4.61125,3.6550000000000002,0.9565217391304348,4.2084782608695654
green,2025-03-19,17,46,0.9565217391304348,4.2084782608695654,4.21,0.8484848484848485,3.538787878787879
green,2025-03-19,18,33,0.8484848484848485,3.538787878787879,3.36,0.9545454545454546,3.5872727272727274
green,2025-03-19,19,22,0.9545454545454546,3.5872727272727274,3.04,0.9230769230769231,2.893076923076923
green,2025-03-19,20,13,0.9230769230769231,2.893076923076923,2.91,0.9166666666666666,4.430833333333333
green,2025-03-19,21,12,0.9166666666666666,4.430833333333333,3.4050000000000002,0.7142857142857143,2.052857142857143
green,2025-03-19,22,7,0.7142857142857143,2.052857142857143,1.5,0.8333333333333334,1.9883333333333333
green,2025-03-20,0,2,0.0,0.0,0.0,0.0,0.0
green,2025-03-20,1,2,0.0,0.0,0.0,0.0,0.0
green,2025-03-20,6,7,1.0,3.032857142857143,2.34,0.9565217391304348,2.583913043478261
green,2025-03-20,7,23,0.9565217391304348,2.583913043478261,2.44,0.8620689655172413,4.1482758620689655
green,2025-03-20,8,29,0.8620689655172413,4.1482758620689655,3.4,0.8709677419354839,3.1870967741935483
green,2025-03-20,9,31,0.8709677419354839,3.1870967741935483,2.58,0.9523809523809523,4.580952380952381
green,2025-03-20,10,21,0.9523809523809523,4.580952380952381,3.4,0.9375,3.926875
green,2025-03-20,11,16,0.9375,3.926875,4.13,1.0,4.113076923076923
green,2025-03-20,12,26,1.0,4.113076923076923,3.685,0.8888888888888888,3.0974074074074074
green,2025-03-20,13,27,0.8888888888888888,3.0974074074074074,2.71,0.9545454545454546,4.508636363636364
green,2025-03-20,14,22,0.9545454545454546,4.508636363636364,3.625,0.9259259259259259,4.340740740740741
green,2025-03-20,15,27,0.9259259259259259,4.340740740740741,3.03,0.925,3.9807499999999996
green,2025-03-20,16,40,0.925,3.9807499999999996,3.915,0.9318181818181818,3.8134090909090905
green,2025-03-20,17,44,0.9318181818181818,3.8134090909090905,3.205,0.8333333333333334,2.7808333333333333
green,2025-03-20,18,36,0.8333333333333334,2.7808333333333333,2.66,0.9,3.6119999999999997
green,2025-03-20,19,20,0.9,3.6119999999999997,3.045,0.85,2.459
green,2025-03-20,20,20,0.85,2.459,2.1500000000000004,0.95,3.5905
green,2025-03-20,21,20,0.95,3.5905,2.915,0.7894736842105263,2.3242105263157895
green,2025-03-20,22,19,0.7894736842105263,2.3242105263157895,2.0,0.8333333333333334,2.81
green,2025-03-21,0,6,0.8333333333333334,3.1966666666666668,3.46,1.0,2.013333333333333
green,2025-03-21,1,3,1.0,2.013333333333333,1.0,1.0,6.28
green,2025-03-21,2,1,1.0,6.28,6.28,1.0,1.66
green,2025-03-21,3,1,1.0,1.66,1.66,1.0,2.08
green,2025-03-21,4,1,1.0,2.08,2.08,1.0,3.95
green,2025-03-21,5,1,1.0,3.95,3.95,1.0,4.33
green,2025-03-21,6,10,1.0,4.33,3.3049999999999997,0.75,2.6454999999999997
green,2025-03-21,7,20,0.75,2.6454999999999997,2.64,0.92,2.9916
green,2025-03-21,8,25,0.92,2.9916,3.13,0.8235294117647058,3.3547058823529414
green,2025-03-21,9,17,0.8235294117647058,3.3547058823529414,3.13,1.0,4.651
green,2025-03-21,10,20,1.0,4.651,3.895,0.7333333333333333,3.4179999999999997
green,2025-03-21,11,15,0.7333333333333333,3.4179999999999997,3.7,0.9444444444444444,3.0955555555555554
green,2025-03-21,12,18,0.9444444444444444,3.0955555555555554,2.465,1.0,3.751764705882353
green,2025-03-21,13,17,1.0,3.751764705882353,3.27,0.9047619047619048,4.497142857142857
green,2025-03-21,14,21,0.9047619047619048,4.497142857142857,3.0,0.9230769230769231,3.1965384615384616
green,2025-03-21,15,26,0.9230769230769231,3.1965384615384616,2.8200000000000003,0.9285714285714286,3.2507142857142854
green,2025-03-21,16,28,0.9285714285714286,3.2507142857142854,3.22,0.9393939393939394,3.6942424242424243
green,2025-03-21,17,33,0.9393939393939394,3.6942424242424243,3.5,0.8666666666666667,4.059666666666667
green,2025-03-21,18,30,0.8666666666666667,4.059666666666667,3.8449999999999998,0.8461538461538461,3.4192307692307695
green,2025-03-21,19,26,0.8461538461538461,3.4192307692307695,3.215,0.84,3.3224
green,2025-03-21,20,25,0.84,3.3224,2.91,0.7142857142857143,2.6957142857142853
green,2025-03-21,21,7,0.7142857142857143,2.6957142857142853,1.77,0.7333333333333333,2.302
green,2025-03-21,22,15,0.7333333333333333,2.302,2.78,0.9,4.8215
green,2025-03-22,0,15,0.8,4.868666666666667,2.44,1.0,5.836
green,2025-03-22,1,5,1.0,5.836,5.15,0.7777777777777778,4.421111111111111
green,2025-03-22,2,9,0.7777777777777778,4.421111111111111,2.08,0.75,5.8425
green,2025-03-22,3,8,0.75,5.8425,4.88,1.0,6.7275
green,2025-03-22,4,4,1.0,6.7275,7.9,0.6666666666666666,6.766666666666667
green,2025-03-22,5,3,0.6666666666666666,6.766666666666667,0.5,1.0,7.6899999999999995
green,2025-03-22,6,4,1.0,7.6899999999999995,8.78,0.8,4.587999999999999
green,2025-03-22,7,5,0.8,4.587999999999999,1.32,0.9090909090909091,3.212727272727273
green,2025-03-22,8,11,0.9090909090909091,3.212727272727273,3.41,0.9333333333333333,3.036
green,2025-03-22,9,15,0.9333333333333333,3.036,2.58,0.9444444444444444,3.8533333333333335
green,2025-03-22,10,18,0.9444444444444444,3.8533333333333335,2.885,0.8823529411764706,3.044705882352941
green,2025-03-22,11,17,0.8823529411764706,3.044705882352941,2.87,1.0,4.234166666666667
green,2025-03-22,12,12,1.0,4.234166666666667,4.615,0.9090909090909091,3.6763636363636363
green,2025-03-22,13,22,0.9090909090909091,3.6763636363636363,3.0,0.88,3.7683999999999997
green,2025-03-22,14,25,0.88,3.7683999999999997,3.42,1.0,4.339583333333334
green,2025-03-22,15,24,1.0,4.339583333333334,2.9299999999999997,0.9473684210526315,4.247894736842105
green,2025-03-22,16,19,0.9473684210526315,4.247894736842105,3.97,1.0,4.92375
green,2025-03-22,17,16,1.0,4.92375,3.76,0.9285714285714286,2.947857142857143
green,2025-03-22,18,28,0.9285714285714286,2.947857142857143,2.5700000000000003,0.9230769230769231,4.338461538461538
green,2025-03-22,19,13,0.9230769230769231,4.338461538461538,3.41,0.9333333333333333,3.7560000000000002
green,2025-03-22,20,15,0.9333333333333333,3.7560000000000002,3.42,0.8888888888888888,2.8216666666666668
green,2025-03-22,21,18,0.8888888888888888,2.8216666666666668,3.0,0.9090909090909091,4.1890909090909085
green,2025-03-22,22,22,0.9090909090909091,4.1890909090909085,3.54,0.75,3.18
green,2025-03-23,0,7,0.8571428571428571,3.8200000000000003,3.61,1.0,5.343333333333334
green,2025-03-23,1,12,1.0,5.343333333333334,3.76,1.0,4.911666666666666
green,2025-03-23,2,6,1.0,4.911666666666666,3.77,1.0,4.0928571428571425
green,2025-03-23,3,7,1.0,4.0928571428571425,4.59,0.6,4.06
green,2025-03-23,4,5,0.6,4.06,4.6,1.0,5.635
green,2025-03-23,5,2,1.0,5.635,5.635,0.8,3.84
green,2025-03-23,6,5,0.8,3.84,2.0,0.6363636363636364,1.6218181818181818
green,2025-03-23,7,11,0.6363636363636364,1.6218181818181818,1.0,0.7142857142857143,3.6371428571428566
green,2025-03-23,8,7,0.7142857142857143,3.6371428571428566,1.88,0.8888888888888888,4.300000000000001
green,2025-03-23,9,9,0.8888888888888888,4.300000000000001,3.29,0.8125,5.099375
green,2025-03-23,10,16,0.8125,5.099375,3.0650000000000004,0.8333333333333334,3.0933333333333333
green,2025-03-23,11,12,0.8333333333333334,3.0933333333333333,2.7199999999999998,1.0,3.4015
green,2025-03-23,12,20,1.0,3.4015,3.3499999999999996,0.9047619047619048,4.817619047619048
green,2025-03-23,13,21,0.9047619047619048,4.817619047619048,4.26,0.8,2.4745
green,2025-03-23,14,20,0.8,2.4745,2.1550000000000002,0.95,7.975499999999999
green,2025-03-23,15,20,0.95,7.975499999999999,3.835,0.9545454545454546,2.941363636363637
green,2025-03-23,16,22,0.9545454545454546,2.941363636363637,3.3449999999999998,0.9333333333333333,3.9186666666666667
green,2025-03-23,17,15,0.9333333333333333,3.9186666666666667,3.97,0.9545454545454546,3.178181818181818
green,2025-03-23,18,22,0.9545454545454546,3.178181818181818,2.8200000000000003,0.9285714285714286,3.6807142857142856
green,2025-03-23,19,14,0.9285714285714286,3.6807142857142856,2.77,0.8235294117647058,3.3041176470588236
green,2025-03-23,20,17,0.8235294117647058,3.3041176470588236,3.15,0.9411764705882353,2.956470588235294
green,2025-03-23,21,17,0.9411764705882353,2.956470588235294,2.88,1.0,3.5228571428571427
green,2025-03-23,22,14,1.0,3.5228571428571427,3.0149999999999997,0.875,3.05125
green,2025-03-24,0,5,0.8,2.878,2.95,0.6666666666666666,1.8966666666666665
green,2025-03-24,5,1,0.0,0.0,0.0,1.0,4.174444444444444
green,2025-03-24,6,9,1.0,4.174444444444444,2.16,0.9,2.2375
green,2025-03-24,7,20,0.9,2.2375,2.23,0.9444444444444444,3.312222222222222
green,2025-03-24,8,36,0.9444444444444444,3.312222222222222,3.28,0.92,3.8136
green,2025-03-24,9,25,0.92,3.8136,3.55,0.8,3.018
green,2025-03-24,10,20,0.8,3.018,2.15,0.96,3.532
green,2025-03-24,11,25,0.96,3.532,3.0,0.9130434782608695,3.5817391304347823
green,2025-03-24,12,23,0.9130434782608695,3.5817391304347823,2.99,0.9583333333333334,3.1820833333333334
green,2025-03-24,13,24,0.9583333333333334,3.1820833333333334,3.0700000000000003,0.8235294117647058,2.6458823529411766
green,2025-03-24,14,34,0.8235294117647058,2.6458823529411766,2.585,0.9714285714285714,4.118857142857142
green,2025-03-24,15,35,0.9714285714285714,4.118857142857142,3.2,0.9259259259259259,3.564814814814815
green,2025-03-24,16,27,0.9259259259259259,3.564814814814815,4.0,0.9333333333333333,3.4066666666666667
green,2025-03-24,17,30,0.9333333333333333,3.4066666666666667,3.285,0.875,3.2703125
green,2025-03-24,18,32,0.875,3.2703125,2.98,0.95,2.7805
green,2025-03-24,19,20,0.95,2.7805,2.66,0.9545454545454546,3.017272727272727
green,2025-03-24,20,22,0.9545454545454546,3.017272727272727,2.99,0.8666666666666667,2.1853333333333333
green,2025-03-24,21,15,0.8666666666666667,2.1853333333333333,2.42,0.8571428571428571,3.5914285714285716
green,2025-03-24,22,7,0.8571428571428571,3.5914285714285716,3.34,0.875,2.3575
green,2025-03-25,1,4,0.75,2.295,2.5700000000000003,0.25,0.345
green,2025-03-25,2,4,0.25,0.345,0.0,1.0,2.27
green,2025-03-25,5,2,0.0,0.0,0.0,1.0,2.6754545454545453
green,2025-03-25,6,11,1.0,2.6754545454545453,2.44,0.90625,3.0071875
green,2025-03-25,7,32,0.90625,3.0071875,2.54,0.92,3.3688
green,2025-03-25,8,25,0.92,3.3688,3.72,0.84,3.41
green,2025-03-25,9,25,0.84,3.41,3.91,0.9333333333333333,4.506
green,2025-03-25,10,15,0.9333333333333333,4.506,3.69,1.0,4.501153846153846
green,2025-03-25,11,26,1.0,4.501153846153846,3.95,0.9545454545454546,3.2931818181818184
green,2025-03-25,12,22,0.9545454545454546,3.2931818181818184,3.0700000000000003,0.8333333333333334,3.8040000000000003
green,2025-03-25,13,30,0.8333333333333334,3.8040000000000003,2.58,0.9375,4.353125
green,2025-03-25,14,32,0.9375,4.353125,3.585,0.9642857142857143,3.215357142857143
green,2025-03-25,15,28,0.9642857142857143,3.215357142857143,3.24,0.9629629629629629,3.788148148148148
green,2025-03-25,16,27,0.9629629629629629,3.788148148148148,3.63,0.8,2.466857142857143
green,2025-03-25,17,35,0.8,2.466857142857143,2.66,0.967741935483871,3.867096774193548
green,2025-03-25,18,31,0.967741935483871,3.867096774193548,3.5,0.9047619047619048,4.064761904761904
green,2025-03-25,19,21,0.9047619047619048,4.064761904761904,3.64,0.8421052631578947,4.003684210526315
green,2025-03-25,20,19,0.8421052631578947,4.003684210526315,3.19,0.9375,2.75875
green,2025-03-25,21,16,0.9375,2.75875,2.635,0.9166666666666666,3.5141666666666667
green,2025-03-25,22,12,0.9166666666666666,3.5141666666666667,3.69,1.0,3.34
green,2025-03-26,0,6,0.8333333333333334,3.2533333333333334,2.7750000000000004,0.5,2.79
green,2025-03-26,1,2,0.5,2.79,2.79,0.0,0.0
green,2025-03-26,6,7,1.0,1.8185714285714287,1.85,0.875,2.663125
green,2025-03-26,7,16,0.875,2.663125,2.855,0.9666666666666667,3.2296666666666667
green,2025-03-26,8,30,0.9666666666666667,3.2296666666666667,3.18,0.9375,3.53
green,2025-03-26,9,32,0.9375,3.53,3.27,1.0,7.458095238095238
green,2025-03-26,10,21,1.0,7.458095238095238,3.13,1.0,5.241818181818182
green,2025-03-26,11,22,1.0,5.241818181818182,3.79,0.92,3.7292
green,2025-03-26,12,25,0.92,3.7292,3.65,0.8421052631578947,3.1363157894736844
green,2025-03-26,13,19,0.8421052631578947,3.1363157894736844,2.3,0.9354838709677419,3.951935483870968
green,2025-03-26,14,31,0.9354838709677419,3.951935483870968,3.4,0.9090909090909091,3.692727272727273
green,2025-03-26,15,33,0.9090909090909091,3.692727272727273,3.0,0.8780487804878049,4.039512195121952
green,2025-03-26,16,41,0.8780487804878049,4.039512195121952,3.9,0.9705882352941176,3.837058823529412
green,2025-03-26,17,34,0.9705882352941176,3.837058823529412,3.5,0.926829268292683,2.9897560975609756
green,2025-03-26,18,41,0.926829268292683,2.9897560975609756,2.94,0.9565217391304348,2.9113043478260874
green,2025-03-26,19,23,0.9565217391304348,2.9113043478260874,2.52,1.0,2.9936842105263155
green,2025-03-26,20,19,1.0,2.9936842105263155,2.78,0.8666666666666667,2.938
green,2025-03-26,21,15,0.8666666666666667,2.938,2.92,1.0,3.285
green,2025-03-26,22,12,1.0,3.285,2.36,0.7,2.509
green,2025-03-27,0,2,0.5,3.95,3.95,0.8571428571428571,2.687142857142857
green,2025-03-27,5,1,1.0,22.7,22.7,0.9444444444444444,2.7416666666666667
green,2025-03-27,6,18,0.9444444444444444,2.7416666666666667,2.0,0.8333333333333334,3.4808333333333334
green,2025-03-27,7,24,0.8333333333333334,3.4808333333333334,2.09,0.9354838709677419,3.633870967741936
green,2025-03-27,8,31,0.9354838709677419,3.633870967741936,3.0,1.0,3.2265217391304346
green,2025-03-27,9,23,1.0,3.2265217391304346,2.72,0.8333333333333334,4.389583333333333
green,2025-03-27,10,24,0.8333333333333334,4.389583333333333,3.12,0.8461538461538461,4.0965384615384615
green,2025-03-27,11,26,0.8461538461538461,4.0965384615384615,3.635,0.9444444444444444,3.4916666666666667
green,2025-03-27,12,18,0.9444444444444444,3.4916666666666667,3.3049999999999997,0.8461538461538461,3.6138461538461537
green,2025-03-27,13,26,0.8461538461538461,3.6138461538461537,3.41,0.90625,3.714375
green,2025-03-27,14,32,0.90625,3.714375,3.1399999999999997,0.84,3.5972000000000004
green,2025-03-27,15,25,0.84,3.5972000000000004,3.14,0.96875,4.469375
green,2025-03-27,16,32,0.96875,4.469375,3.675,0.9333333333333333,3.809111111111111
green,2025-03-27,17,45,0.9333333333333333,3.809111111111111,3.5,1.0,4.199722222222222
green,2025-03-27,18,36,1.0,4.199722222222222,4.245,0.8928571428571429,3.4814285714285718
green,2025-03-27,19,28,0.8928571428571429,3.4814285714285718,3.475,0.875,3.831875
green,2025-03-27,20,16,0.875,3.831875,4.225,0.8181818181818182,1.6600000000000001
green,2025-03-27,21,11,0.8181818181818182,1.6600000000000001,1.0,0.9047619047619048,3.4876190476190474
green,2025-03-27,22,21,0.9047619047619048,3.4876190476190474,2.64,0.9090909090909091,1.69
green,2025-03-28,0,6,0.8333333333333334,3.676666666666667,2.88,0.75,2.895
green,2025-03-28,1,4,0.75,2.895,3.075,1.0,2.8
green,2025-03-28,4,2,1.0,6.625,6.625,1.0,7.3933333333333335
green,2025-03-28,5,3,1.0,7.3933333333333335,6.56,1.0,1.33
green,2025-03-28,6,4,1.0,1.33,1.1600000000000001,0.9411764705882353,3.235882352941177
green,2025-03-28,7,17,0.9411764705882353,3.235882352941177,2.7,1.0,4.2596428571428575
green,2025-03-28,8,28,1.0,4.2596428571428575,3.0,0.9090909090909091,3.147727272727273
green,2025-03-28,9,22,0.9090909090909091,3.147727272727273,2.52,0.9523809523809523,3.387142857142857
green,2025-03-28,10,21,0.9523809523809523,3.387142857142857,3.04,0.9090909090909091,3.105909090909091
green,2025-03-28,11,22,0.9090909090909091,3.105909090909091,2.385,0.7142857142857143,2.3478571428571433
green,2025-03-28,12,14,0.7142857142857143,2.3478571428571433,2.8600000000000003,0.8888888888888888,3.6622222222222223
green,2025-03-28,13,18,0.8888888888888888,3.6622222222222223,3.365,0.8620689655172413,4.439655172413793
green,2025-03-28,14,29,0.8620689655172413,4.439655172413793,3.56,0.8275862068965517,2.6
green,2025-03-28,15,29,0.8275862068965517,2.6,2.44,0.8823529411764706,4.024117647058823
green,2025-03-28,16,34,0.8823529411764706,4.024117647058823,3.5,0.851063829787234,4.007872340425532
green,2025-03-28,17,47,0.851063829787234,4.007872340425532,3.56,0.875,3.277
green,2025-03-28,18,40,0.875,3.277,3.285,0.9523809523809523,3.685714285714286
green,2025-03-28,19,21,0.9523809523809523,3.685714285714286,2.9,0.7931034482758621,2.634482758620689
green,2025-03-28,20,29,0.7931034482758621,2.634482758620689,2.08,0.7692307692307693,2.423076923076923
green,2025-03-28,21,13,0.7692307692307693,2.423076923076923,2.5,0.8181818181818182,4.489090909090908
green,2025-03-28,22,11,0.8181818181818182,4.489090909090908,4.0,0.9285714285714286,3.483571428571429
green,2025-03-29,0,11,0.9090909090909091,2.7790909090909093,2.5,0.8571428571428571,3.275714285714286
green,2025-03-29,1,7,0.8571428571428571,3.275714285714286,3.05,1.0,6.613333333333333
green,2025-03-29,2,6,1.0,6.613333333333333,6.109999999999999,1.0,3.48
green,2025-03-29,3,1,1.0,3.48,3.48,1.0,2.875
green,2025-03-29,4,2,1.0,2.875,2.875,0.8,3.5120000000000005
green,2025-03-29,5,5,0.8,3.5120000000000005,3.15,1.0,5.293333333333334
green,2025-03-29,6,3,1.0,5.293333333333334,1.25,0.5714285714285714,2.935714285714286
green,2025-03-29,7,7,0.5714285714285714,2.935714285714286,2.58,0.6,3.6020000000000003
green,2025-03-29,8,5,0.6,3.6020000000000003,1.74,0.8125,3.878125
green,2025-03-29,9,16,0.8125,3.878125,1.8900000000000001,0.8636363636363636,3.005454545454546
green,2025-03-29,10,22,0.8636363636363636,3.005454545454546,2.71,0.9411764705882353,3.885882352941177
green,2025-03-29,11,17,0.9411764705882353,3.885882352941177,3.0,0.8888888888888888,3.425925925925926
green,2025-03-29,12,27,0.8888888888888888,3.425925925925926,3.0,1.0,4.038888888888889
green,2025-03-29,13,27,1.0,4.038888888888889,3.14,0.8571428571428571,3.2046428571428573
green,2025-03-29,14,28,0.8571428571428571,3.2046428571428573,2.9299999999999997,0.9230769230769231,3.7146153846153847
