taxi_type,pickup_borough,pickup_zone,rows,observed_tip_rate,predicted_tip_probability,observed_avg_tip,expected_tip,q10_tip,q50_tip,q90_tip
green,Queens,College Point,13,0.6153846153846154,0.27477616,4.938461538461539,1.4418832,2.4454057,5.969358,7.8091097
green,Queens,Elmhurst/Maspeth,1051,0.8772597526165556,0.38280207,3.45546146527117,1.4407386,1.9369788,4.066149,5.172104
green,Queens,Glendale,4,1.0,0.29997295,6.29,1.4278853,2.3140721,5.8273196,7.7428694
green,Brooklyn,Bushwick North,66,0.8333333333333334,0.25779375,5.362575757575757,1.4250007,2.5461714,6.875832,8.718469
green,Brooklyn,Gowanus,11,1.0,0.37438688,3.411818181818182,1.4072286,1.6719394,3.8395154,4.8467846
green,Brooklyn,Windsor Terrace,11,0.9090909090909091,0.31755555,8.148181818181818,1.3968021,2.042683,5.8499684,7.9687653
green,Brooklyn,Cobble Hill,188,0.9627659574468085,0.40209457,3.5595744680851067,1.3962628,1.8919876,3.5030286,4.5743504
green,Queens,North Corona,34,0.6470588235294118,0.17634,7.827647058823529,1.3933845,2.8279324,9.532621,13.291044
green,Queens,Baisley Park,20,0.7,0.2353452,3.6295,1.392714,2.4480233,6.0021443,7.5951552
green,Queens,Jamaica,5050,0.7675247524752475,0.29988343,3.9917267326732677,1.3818725,2.1537876,5.259936,6.8875494
green,Queens,Rockaway Park,1,1.0,0.36151573,0.1,1.3732278,2.2006838,4.3539314,5.6381483
green,Brooklyn,Crown Heights North,42,0.6904761904761905,0.31491417,3.375,1.3712844,2.2465835,4.765524,6.138053
green,Brooklyn,East Flatbush/Farragut,2,0.5,0.35968357,2.72,1.350656,2.0539567,4.173341,5.384614
green,Manhattan,Central Harlem,4678,0.8582727661393758,0.3972216,2.867005130397606,1.3505363,1.6665143,3.4629285,4.453808
green,Queens,Long Island City/Hunters Point,129,0.7906976744186046,0.35226056,3.454031007751938,1.343033,1.960575,4.4644265,5.7111506
green,Staten Island,South Beach/Dongan Hills,1,1.0,0.33899412,4.82,1.3429369,2.1317198,4.447068,4.8097897
green,Queens,Woodside,1348,0.900593471810089,0.34992528,3.8137759643916915,1.3343325,1.9889508,4.2395043,5.5422626
green,Queens,Elmhurst,4501,0.8740279937791602,0.33388448,3.74422794934459,1.3147429,2.008212,4.3734446,5.5960846
green,Queens,Hillcrest/Pomonok,11,0.7272727272727273,0.2501543,3.200909090909091,1.2935957,1.8994396,5.1058598,6.6447415
green,Bronx,West Farms/Bronx River,4,0.5,0.14878681,5.55,1.2850263,2.6663392,7.6220255,10.243889
